,fields.item_name,fields.brand_name,healthy,clean_item_name,filtered_item_name
1981,"Iced Caramel Brulee Latte with 2% Milk and No Whip, Venti",Starbucks,0,"['iced', 'caramel', 'brulee', 'latte', 'with', '2', 'milk', 'and', 'no', 'whip', 'venti']","['ice', 'caramel', 'brule', 'latt', '2', 'milk', 'whip', 'venti']"
1982,"Cinnamon Dolce Latte with Whole Milk and No Whip, Grande",Starbucks,0,"['cinnamon', 'dolce', 'latte', 'with', 'whole', 'milk', 'and', 'no', 'whip', 'grande']","['cinnamon', 'dolc', 'latt', 'whole', 'milk', 'whip', 'grand']"
1983,"Iced Caffe Mocha with 2% Milk and No Whip, Venti",Starbucks,0,"['iced', 'caffe', 'mocha', 'with', '2', 'milk', 'and', 'no', 'whip', 'venti']","['ice', 'caff', 'mocha', '2', 'milk', 'whip', 'venti']"
1984,"Iced Caffe Mocha with Soy Milk and Whip, Grande",Starbucks,0,"['iced', 'caffe', 'mocha', 'with', 'soy', 'milk', 'and', 'whip', 'grande']","['ice', 'caff', 'mocha', 'soy', 'milk', 'whip', 'grand']"
1985,"Double Chocolaty Chip Creme Frappuccino with Soy Milk and Whip, Grande",Starbucks,0,"['double', 'chocolaty', 'chip', 'creme', 'frappuccino', 'with', 'soy', 'milk', 'and', 'whip', 'grande']","['doubl', 'chocolati', 'chip', 'creme', 'frappuccino', 'soy', 'milk', 'whip', 'grand']"
1986,"Peppermint White Mocha Creme Frappuccino with Nonfat Milk and No Whip, Venti",Starbucks,0,"['peppermint', 'white', 'mocha', 'creme', 'frappuccino', 'with', 'nonfat', 'milk', 'and', 'no', 'whip', 'venti']","['peppermint', 'white', 'mocha', 'creme', 'frappuccino', 'nonfat', 'milk', 'whip', 'venti']"
1987,"Starbucks Doubleshot on Ice Unsweetened with Nonfat Milk, Grande",Starbucks,1,"['starbucks', 'doubleshot', 'on', 'ice', 'unsweetened', 'with', 'nonfat', 'milk', 'grande']","['starbuck', 'doubleshot', 'ice', 'unsweeten', 'nonfat', 'milk', 'grand']"
1988,"Eggnog Frappuccino Blended Creme with Almond Milk and No Whip, Tall",Starbucks,0,"['eggnog', 'frappuccino', 'blended', 'creme', 'with', 'almond', 'milk', 'and', 'no', 'whip', 'tall']","['eggnog', 'frappuccino', 'blend', 'creme', 'almond', 'milk', 'whip', 'tall']"
1989,"Hot Chocolate with Soy Milk and Whip, Tall",Starbucks,0,"['hot', 'chocolate', 'with', 'soy', 'milk', 'and', 'whip', 'tall']","['hot', 'chocol', 'soy', 'milk', 'whip', 'tall']"
1990,"Caramel Brulee Creme with Whole Milk and Whip, Venti",Starbucks,0,"['caramel', 'brulee', 'creme', 'with', 'whole', 'milk', 'and', 'whip', 'venti']","['caramel', 'brule', 'creme', 'whole', 'milk', 'whip', 'venti']"
1991,"Caffe Mocha with Coconut Milk and Whip, Grande",Starbucks,0,"['caffe', 'mocha', 'with', 'coconut', 'milk', 'and', 'whip', 'grande']","['caff', 'mocha', 'coconut', 'milk', 'whip', 'grand']"
1992,"White Chocolate Mocha Creme Frappuccino with Almond Milk and No Whip, Tall",Starbucks,0,"['white', 'chocolate', 'mocha', 'creme', 'frappuccino', 'with', 'almond', 'milk', 'and', 'no', 'whip', 'tall']","['white', 'chocol', 'mocha', 'creme', 'frappuccino', 'almond', 'milk', 'whip', 'tall']"
1993,"Caffe Latte with Coconut Milk, Venti",Starbucks,0,"['caffe', 'latte', 'with', 'coconut', 'milk', 'venti']","['caff', 'latt', 'coconut', 'milk', 'venti']"
1994,"Hot Chocolate with Almond Milk and No Whip, Short",Starbucks,1,"['hot', 'chocolate', 'with', 'almond', 'milk', 'and', 'no', 'whip', 'short']","['hot', 'chocol', 'almond', 'milk', 'whip', 'short']"
1995,"Pumpkin Spice Latte with Whole Milk and No Whip, Tall",Starbucks,0,"['pumpkin', 'spice', 'latte', 'with', 'whole', 'milk', 'and', 'no', 'whip', 'tall']","['pumpkin', 'spice', 'latt', 'whole', 'milk', 'whip', 'tall']"
1996,"Iced Salted Caramel Mocha with Almond Milk and No Whip, Venti",Starbucks,0,"['iced', 'salted', 'caramel', 'mocha', 'with', 'almond', 'milk', 'and', 'no', 'whip', 'venti']","['ice', 'salt', 'caramel', 'mocha', 'almond', 'milk', 'whip', 'venti']"
1997,"Caramel Brulee Frappuccino with 2% Milk and Whip, Tall",Starbucks,0,"['caramel', 'brulee', 'frappuccino', 'with', '2', 'milk', 'and', 'whip', 'tall']","['caramel', 'brule', 'frappuccino', '2', 'milk', 'whip', 'tall']"
1998,"Matcha Green Tea Frappuccino Blended Creme with Soy Milk and Whip, Grande",Starbucks,0,"['matcha', 'green', 'tea', 'frappuccino', 'blended', 'creme', 'with', 'soy', 'milk', 'and', 'whip', 'grande']","['matcha', 'green', 'tea', 'frappuccino', 'blend', 'creme', 'soy', 'milk', 'whip', 'grand']"
1999,"Iced Chai Tea Latte with Whole Milk, Tall",Starbucks,0,"['iced', 'chai', 'tea', 'latte', 'with', 'whole', 'milk', 'tall']","['ice', 'chai', 'tea', 'latt', 'whole', 'milk', 'tall']"
2000,"Chai Tea Latte, Hot - Large with Skim Milk",Scooter's Coffee And Yogurt,0,"['chai', 'tea', 'latte', 'hot', 'large', 'with', 'skim', 'milk']","['chai', 'tea', 'latt', 'hot', 'larg', 'skim', 'milk']"
2001,Strawberry Matcha Green Tea Smoothie - Small with Skim Milk,Scooter's Coffee And Yogurt,0,"['strawberry', 'matcha', 'green', 'tea', 'smoothie', 'small', 'with', 'skim', 'milk']","['strawberri', 'matcha', 'green', 'tea', 'smoothi', 'small', 'skim', 'milk']"
2002,"Frosted Gingerbread Latte, Hot - Small with 2% Milk",Scooter's Coffee And Yogurt,0,"['frosted', 'gingerbread', 'latte', 'hot', 'small', 'with', '2', 'milk']","['frost', 'gingerbread', 'latt', 'hot', 'small', '2', 'milk']"
2003,"Mocha Latte, Iced - Large with Soy Milk",Scooter's Coffee And Yogurt,0,"['mocha', 'latte', 'iced', 'large', 'with', 'soy', 'milk']","['mocha', 'latt', 'ice', 'larg', 'soy', 'milk']"
2004,"Chai Tea Latte, Iced - Medium with Almond Milk",Scooter's Coffee And Yogurt,0,"['chai', 'tea', 'latte', 'iced', 'medium', 'with', 'almond', 'milk']","['chai', 'tea', 'latt', 'ice', 'medium', 'almond', 'milk']"
2005,"Candy Bar with Mocha, Almond, Coconut, Iced - Medium with Skim Milk",Scooter's Coffee And Yogurt,0,"['candy', 'bar', 'with', 'mocha', 'almond', 'coconut', 'iced', 'medium', 'with', 'skim', 'milk']","['candi', 'bar', 'mocha', 'almond', 'coconut', 'ice', 'medium', 'skim', 'milk']"
2006,Hot Chocolate with No Toppings - Small with 2% Milk,Scooter's Coffee And Yogurt,0,"['hot', 'chocolate', 'with', 'no', 'toppings', 'small', 'with', '2', 'milk']","['hot', 'chocol', 'top', 'small', '2', 'milk']"
2007,Pina Colada Matcha Green Tea Smoothie - Small with 2% Milk,Scooter's Coffee And Yogurt,0,"['pina', 'colada', 'matcha', 'green', 'tea', 'smoothie', 'small', 'with', '2', 'milk']","['pina', 'colada', 'matcha', 'green', 'tea', 'smoothi', 'small', '2', 'milk']"
2008,Cranberry Orange Scone,Scooter's Coffee And Yogurt,1,"['cranberry', 'orange', 'scone']","['cranberri', 'orang', 'scone']"
2009,"Brewed Tea, Hot - Large",Scooter's Coffee And Yogurt,1,"['brewed', 'tea', 'hot', 'large']","['brew', 'tea', 'hot', 'larg']"
2010,"Toffee Nut Caramelicious, Iced - Medium with Soy Milk",Scooter's Coffee And Yogurt,1,"['toffee', 'nut', 'caramelicious', 'iced', 'medium', 'with', 'soy', 'milk']","['toffe', 'nut', 'caramelici', 'ice', 'medium', 'soy', 'milk']"
2011,Blueberry Syrup,Scooter's Coffee And Yogurt,1,"['blueberry', 'syrup']","['blueberri', 'syrup']"
2012,"Pumpkin Caramelicious, Iced - Small with Soy Milk",Scooter's Coffee And Yogurt,0,"['pumpkin', 'caramelicious', 'iced', 'small', 'with', 'soy', 'milk']","['pumpkin', 'caramelici', 'ice', 'small', 'soy', 'milk']"
2013,"Candy Bar with Mocha, Almond, Coconut, Iced - Small with Coconut Milk",Scooter's Coffee And Yogurt,1,"['candy', 'bar', 'with', 'mocha', 'almond', 'coconut', 'iced', 'small', 'with', 'coconut', 'milk']","['candi', 'bar', 'mocha', 'almond', 'coconut', 'ice', 'small', 'coconut', 'milk']"
2014,"Pumpkin Caramelicious, Iced - Large with Whole Milk",Scooter's Coffee And Yogurt,0,"['pumpkin', 'caramelicious', 'iced', 'large', 'with', 'whole', 'milk']","['pumpkin', 'caramelici', 'ice', 'larg', 'whole', 'milk']"
2015,"Sugar Cookie Latte, Iced - Small with Almond Milk",Scooter's Coffee And Yogurt,1,"['sugar', 'cookie', 'latte', 'iced', 'small', 'with', 'almond', 'milk']","['sugar', 'cooki', 'latt', 'ice', 'small', 'almond', 'milk']"
2016,Wild Berry Matcha Green Tea Smoothie - Medium with Whole Milk,Scooter's Coffee And Yogurt,0,"['wild', 'berry', 'matcha', 'green', 'tea', 'smoothie', 'medium', 'with', 'whole', 'milk']","['wild', 'berri', 'matcha', 'green', 'tea', 'smoothi', 'medium', 'whole', 'milk']"
2017,"Flavored Matcha Green Tea Latte with Vanilla, Iced - Large with Soy Milk",Scooter's Coffee And Yogurt,0,"['flavored', 'matcha', 'green', 'tea', 'latte', 'with', 'vanilla', 'iced', 'large', 'with', 'soy', 'milk']","['flavor', 'matcha', 'green', 'tea', 'latt', 'vanilla', 'ice', 'larg', 'soy', 'milk']"
2018,"Black & White Latte, Hot - Small with Coconut Milk",Scooter's Coffee And Yogurt,1,"['black', 'white', 'latte', 'hot', 'small', 'with', 'coconut', 'milk']","['black', 'white', 'latt', 'hot', 'small', 'coconut', 'milk']"
2019,"Flavored Latte with Sugar Free Vanilla, Hot - Small with Whole Milk",Scooter's Coffee And Yogurt,1,"['flavored', 'latte', 'with', 'sugar', 'free', 'vanilla', 'hot', 'small', 'with', 'whole', 'milk']","['flavor', 'latt', 'sugar', 'free', 'vanilla', 'hot', 'small', 'whole', 'milk']"
2020,Oatmeal with Dried Fruit and Nuts,Scooter's Coffee And Yogurt,1,"['oatmeal', 'with', 'dried', 'fruit', 'and', 'nuts']","['oatmeal', 'dri', 'fruit', 'nut']"
2021,"Flavored Chai, Vanilla, Iced - Large with Almond Milk",Scooter's Coffee And Yogurt,0,"['flavored', 'chai', 'vanilla', 'iced', 'large', 'with', 'almond', 'milk']","['flavor', 'chai', 'vanilla', 'ice', 'larg', 'almond', 'milk']"
2022,"Cinnamon Roll Latte, Hot - Small with 2% Milk",Scooter's Coffee And Yogurt,0,"['cinnamon', 'roll', 'latte', 'hot', 'small', 'with', '2', 'milk']","['cinnamon', 'roll', 'latt', 'hot', 'small', '2', 'milk']"
2023,"Mocha Latte, Iced - Large with Almond Milk",Scooter's Coffee And Yogurt,0,"['mocha', 'latte', 'iced', 'large', 'with', 'almond', 'milk']","['mocha', 'latt', 'ice', 'larg', 'almond', 'milk']"
2024,"Flavored Chai Tea Latte with Vanilla, Blended - Medium",Scooter's Coffee And Yogurt,0,"['flavored', 'chai', 'tea', 'latte', 'with', 'vanilla', 'blended', 'medium']","['flavor', 'chai', 'tea', 'latt', 'vanilla', 'blend', 'medium']"
2025,"Pumpkin Caramelicious, Blended - Medium",Scooter's Coffee And Yogurt,0,"['pumpkin', 'caramelicious', 'blended', 'medium']","['pumpkin', 'caramelici', 'blend', 'medium']"
2026,"Flavored Latte with Sugar Free Caramel, Iced - Small with Whole Milk",Scooter's Coffee And Yogurt,1,"['flavored', 'latte', 'with', 'sugar', 'free', 'caramel', 'iced', 'small', 'with', 'whole', 'milk']","['flavor', 'latt', 'sugar', 'free', 'caramel', 'ice', 'small', 'whole', 'milk']"
2027,Tea Latte - Medium with Whole Milk,Scooter's Coffee And Yogurt,1,"['tea', 'latte', 'medium', 'with', 'whole', 'milk']","['tea', 'latt', 'medium', 'whole', 'milk']"
2028,"Chai Tea Latte, Hot - Large with Whole Milk",Scooter's Coffee And Yogurt,0,"['chai', 'tea', 'latte', 'hot', 'large', 'with', 'whole', 'milk']","['chai', 'tea', 'latt', 'hot', 'larg', 'whole', 'milk']"
2029,"Matcha Green Tea Latte, Hot - Small with Whole Milk",Scooter's Coffee And Yogurt,1,"['matcha', 'green', 'tea', 'latte', 'hot', 'small', 'with', 'whole', 'milk']","['matcha', 'green', 'tea', 'latt', 'hot', 'small', 'whole', 'milk']"
2030,"Cinnamon Roll Latte, Blended - Small",Scooter's Coffee And Yogurt,0,"['cinnamon', 'roll', 'latte', 'blended', 'small']","['cinnamon', 'roll', 'latt', 'blend', 'small']"
2031,"Mocha Latte, Iced - Small with Coconut Milk",Scooter's Coffee And Yogurt,1,"['mocha', 'latte', 'iced', 'small', 'with', 'coconut', 'milk']","['mocha', 'latt', 'ice', 'small', 'coconut', 'milk']"
2032,"Matcha Green Tea Latte, Iced - Small with Skim Milk",Scooter's Coffee And Yogurt,1,"['matcha', 'green', 'tea', 'latte', 'iced', 'small', 'with', 'skim', 'milk']","['matcha', 'green', 'tea', 'latt', 'ice', 'small', 'skim', 'milk']"
2033,"Frosted Gingerbread Latte, Iced - Small with 2% Milk",Scooter's Coffee And Yogurt,1,"['frosted', 'gingerbread', 'latte', 'iced', 'small', 'with', '2', 'milk']","['frost', 'gingerbread', 'latt', 'ice', 'small', '2', 'milk']"
2034,"Pumpkin Caramelicious, Hot - Large with Coconut Milk",Scooter's Coffee And Yogurt,0,"['pumpkin', 'caramelicious', 'hot', 'large', 'with', 'coconut', 'milk']","['pumpkin', 'caramelici', 'hot', 'larg', 'coconut', 'milk']"
2035,"Sugar Cookie Latte, Iced - Small with Whole Milk",Scooter's Coffee And Yogurt,1,"['sugar', 'cookie', 'latte', 'iced', 'small', 'with', 'whole', 'milk']","['sugar', 'cooki', 'latt', 'ice', 'small', 'whole', 'milk']"
2036,"Chai Tea Latte, Hot - Medium with 2% Milk",Scooter's Coffee And Yogurt,0,"['chai', 'tea', 'latte', 'hot', 'medium', 'with', '2', 'milk']","['chai', 'tea', 'latt', 'hot', 'medium', '2', 'milk']"
2037,"Autumn Caramel Crunch Latte, Iced - Medium with Soy Milk",Scooter's Coffee And Yogurt,1,"['autumn', 'caramel', 'crunch', 'latte', 'iced', 'medium', 'with', 'soy', 'milk']","['autumn', 'caramel', 'crunch', 'latt', 'ice', 'medium', 'soy', 'milk']"
2038,"Steamer, Vanilla - Medium with Soy Milk",Scooter's Coffee And Yogurt,0,"['steamer', 'vanilla', 'medium', 'with', 'soy', 'milk']","['steamer', 'vanilla', 'medium', 'soy', 'milk']"
2039,"Mocha, Sugar Free, Hot - Small with 2% Milk",Scooter's Coffee And Yogurt,1,"['mocha', 'sugar', 'free', 'hot', 'small', 'with', '2', 'milk']","['mocha', 'sugar', 'free', 'hot', 'small', '2', 'milk']"
2040,"Candy Bar with Mocha, Almond & Coconut, Hot - Large with Skim Milk",Scooter's Coffee And Yogurt,0,"['candy', 'bar', 'with', 'mocha', 'almond', 'coconut', 'hot', 'large', 'with', 'skim', 'milk']","['candi', 'bar', 'mocha', 'almond', 'coconut', 'hot', 'larg', 'skim', 'milk']"
2041,"Dirty Chai Latte, Iced - Medium with 2% Milk",Scooter's Coffee And Yogurt,0,"['dirty', 'chai', 'latte', 'iced', 'medium', 'with', '2', 'milk']","['dirti', 'chai', 'latt', 'ice', 'medium', '2', 'milk']"
2042,"Scooter Shooter, Iced - Small",Scooter's Coffee And Yogurt,1,"['scooter', 'shooter', 'iced', 'small']","['scooter', 'shooter', 'ice', 'small']"
2043,"Candy Bar with Mocha, Caramel & Vanilla, Hot - Large with Skim Milk",Scooter's Coffee And Yogurt,0,"['candy', 'bar', 'with', 'mocha', 'caramel', 'vanilla', 'hot', 'large', 'with', 'skim', 'milk']","['candi', 'bar', 'mocha', 'caramel', 'vanilla', 'hot', 'larg', 'skim', 'milk']"
2044,"Dirty Chai Latte, Hot - Small with Skim Milk",Scooter's Coffee And Yogurt,0,"['dirty', 'chai', 'latte', 'hot', 'small', 'with', 'skim', 'milk']","['dirti', 'chai', 'latt', 'hot', 'small', 'skim', 'milk']"
2045,"Flavored Latte with Sugar Free Caramel, Hot - Large with Almond Milk",Scooter's Coffee And Yogurt,1,"['flavored', 'latte', 'with', 'sugar', 'free', 'caramel', 'hot', 'large', 'with', 'almond', 'milk']","['flavor', 'latt', 'sugar', 'free', 'caramel', 'hot', 'larg', 'almond', 'milk']"
2046,"White Mocha Latte, Hot - Large with 2% Milk",Scooter's Coffee And Yogurt,0,"['white', 'mocha', 'latte', 'hot', 'large', 'with', '2', 'milk']","['white', 'mocha', 'latt', 'hot', 'larg', '2', 'milk']"
2047,"Black & White Latte, Hot - Large with Soy Milk",Scooter's Coffee And Yogurt,0,"['black', 'white', 'latte', 'hot', 'large', 'with', 'soy', 'milk']","['black', 'white', 'latt', 'hot', 'larg', 'soy', 'milk']"
2048,"Sugar Cookie Latte, Hot - Medium with Almond Milk",Scooter's Coffee And Yogurt,0,"['sugar', 'cookie', 'latte', 'hot', 'medium', 'with', 'almond', 'milk']","['sugar', 'cooki', 'latt', 'hot', 'medium', 'almond', 'milk']"
2049,"Matcha Green Tea Latte, Blended - Small with Soy Milk",Scooter's Coffee And Yogurt,1,"['matcha', 'green', 'tea', 'latte', 'blended', 'small', 'with', 'soy', 'milk']","['matcha', 'green', 'tea', 'latt', 'blend', 'small', 'soy', 'milk']"
2050,"White Mocha Latte, Hot - Medium with Coconut Milk",Scooter's Coffee And Yogurt,0,"['white', 'mocha', 'latte', 'hot', 'medium', 'with', 'coconut', 'milk']","['white', 'mocha', 'latt', 'hot', 'medium', 'coconut', 'milk']"
2051,Hot Chocolate - Medium with Soy Milk,Scooter's Coffee And Yogurt,0,"['hot', 'chocolate', 'medium', 'with', 'soy', 'milk']","['hot', 'chocol', 'medium', 'soy', 'milk']"
2052,"Dirty Spiced Pumpkin Chai Tea, Hot - Large with 2% Milk",Scooter's Coffee And Yogurt,0,"['dirty', 'spiced', 'pumpkin', 'chai', 'tea', 'hot', 'large', 'with', '2', 'milk']","['dirti', 'spice', 'pumpkin', 'chai', 'tea', 'hot', 'larg', '2', 'milk']"
2053,"Candy Bar with Mocha, Hazelnut, Vanilla, Iced - Small with Whole Milk",Scooter's Coffee And Yogurt,1,"['candy', 'bar', 'with', 'mocha', 'hazelnut', 'vanilla', 'iced', 'small', 'with', 'whole', 'milk']","['candi', 'bar', 'mocha', 'hazelnut', 'vanilla', 'ice', 'small', 'whole', 'milk']"
2054,"Chai Tea Latte, Iced - Small with Coconut Milk",Scooter's Coffee And Yogurt,1,"['chai', 'tea', 'latte', 'iced', 'small', 'with', 'coconut', 'milk']","['chai', 'tea', 'latt', 'ice', 'small', 'coconut', 'milk']"
2055,"Mocha, Sugar Free, Hot - Small with Whole Milk",Scooter's Coffee And Yogurt,1,"['mocha', 'sugar', 'free', 'hot', 'small', 'with', 'whole', 'milk']","['mocha', 'sugar', 'free', 'hot', 'small', 'whole', 'milk']"
2056,"Spiced Pumpkin Chai Tea, Hot - Large with Whole Milk",Scooter's Coffee And Yogurt,0,"['spiced', 'pumpkin', 'chai', 'tea', 'hot', 'large', 'with', 'whole', 'milk']","['spice', 'pumpkin', 'chai', 'tea', 'hot', 'larg', 'whole', 'milk']"
2057,Pina Colada Matcha Green Tea Smoothie - Large with Coconut Milk,Scooter's Coffee And Yogurt,0,"['pina', 'colada', 'matcha', 'green', 'tea', 'smoothie', 'large', 'with', 'coconut', 'milk']","['pina', 'colada', 'matcha', 'green', 'tea', 'smoothi', 'larg', 'coconut', 'milk']"
2058,Pumpkin Pie Shake - Small,Scooter's Coffee And Yogurt,0,"['pumpkin', 'pie', 'shake', 'small']","['pumpkin', 'pie', 'shake', 'small']"
2059,"Sugar Cookie Latte, Iced - Medium with Whole Milk",Scooter's Coffee And Yogurt,0,"['sugar', 'cookie', 'latte', 'iced', 'medium', 'with', 'whole', 'milk']","['sugar', 'cooki', 'latt', 'ice', 'medium', 'whole', 'milk']"
2060,"Flavored Latte, Vanilla, Hot - Medium with Whole Milk",Scooter's Coffee And Yogurt,0,"['flavored', 'latte', 'vanilla', 'hot', 'medium', 'with', 'whole', 'milk']","['flavor', 'latt', 'vanilla', 'hot', 'medium', 'whole', 'milk']"
2061,Strawberry Matcha Green Tea Smoothie - Medium with Almond Milk,Scooter's Coffee And Yogurt,0,"['strawberry', 'matcha', 'green', 'tea', 'smoothie', 'medium', 'with', 'almond', 'milk']","['strawberri', 'matcha', 'green', 'tea', 'smoothi', 'medium', 'almond', 'milk']"
2062,"Flavored Chai, Vanilla, Iced - Small with Soy Milk",Scooter's Coffee And Yogurt,1,"['flavored', 'chai', 'vanilla', 'iced', 'small', 'with', 'soy', 'milk']","['flavor', 'chai', 'vanilla', 'ice', 'small', 'soy', 'milk']"
2063,"White Mocha Latte, Hot - Large with Coconut Milk",Scooter's Coffee And Yogurt,0,"['white', 'mocha', 'latte', 'hot', 'large', 'with', 'coconut', 'milk']","['white', 'mocha', 'latt', 'hot', 'larg', 'coconut', 'milk']"
2064,Wild Berry Matcha Green Tea Smoothie - Large with Skim Milk,Scooter's Coffee And Yogurt,0,"['wild', 'berry', 'matcha', 'green', 'tea', 'smoothie', 'large', 'with', 'skim', 'milk']","['wild', 'berri', 'matcha', 'green', 'tea', 'smoothi', 'larg', 'skim', 'milk']"
2065,"Latte, Iced - Large with Coconut Milk",Scooter's Coffee And Yogurt,1,"['latte', 'iced', 'large', 'with', 'coconut', 'milk']","['latt', 'ice', 'larg', 'coconut', 'milk']"
2066,"Caramelicious, Hot - Large with 2% Milk",Scooter's Coffee And Yogurt,0,"['caramelicious', 'hot', 'large', 'with', '2', 'milk']","['caramelici', 'hot', 'larg', '2', 'milk']"
2067,Mango Matcha Green Tea Smoothie - Small with 2% Milk,Scooter's Coffee And Yogurt,0,"['mango', 'matcha', 'green', 'tea', 'smoothie', 'small', 'with', '2', 'milk']","['mango', 'matcha', 'green', 'tea', 'smoothi', 'small', '2', 'milk']"
2068,"Latte, Iced - Medium with Whole Milk",Scooter's Coffee And Yogurt,1,"['latte', 'iced', 'medium', 'with', 'whole', 'milk']","['latt', 'ice', 'medium', 'whole', 'milk']"
2069,"Pumpkin Spice Latte, Iced - Small with Coconut Milk",Scooter's Coffee And Yogurt,1,"['pumpkin', 'spice', 'latte', 'iced', 'small', 'with', 'coconut', 'milk']","['pumpkin', 'spice', 'latt', 'ice', 'small', 'coconut', 'milk']"
2070,"Whey Protein Powder, 1 scoop",Scooter's Coffee And Yogurt,1,"['whey', 'protein', 'powder', '1', 'scoop']","['whey', 'protein', 'powder', '1', 'scoop']"
2071,"Candy Bar with Mocha, Toffee, Iced - Large with 2% Milk",Scooter's Coffee And Yogurt,0,"['candy', 'bar', 'with', 'mocha', 'toffee', 'iced', 'large', 'with', '2', 'milk']","['candi', 'bar', 'mocha', 'toffe', 'ice', 'larg', '2', 'milk']"
2072,Mango Matcha Green Tea Smoothie - Large with Whole Milk,Scooter's Coffee And Yogurt,0,"['mango', 'matcha', 'green', 'tea', 'smoothie', 'large', 'with', 'whole', 'milk']","['mango', 'matcha', 'green', 'tea', 'smoothi', 'larg', 'whole', 'milk']"
